title,year,tags,type_of_document,origin_of_document,caption,authors_of_document,collections,thumbs,url
"Décision du conseil d'état sur Communication des règles de traitement des candidatures sur ""Parcoursup""",2019,"[ ""PA Chevalier"" ]",décision de justice,conseil d'état,Le Conseil d’État juge qu’une université peut refuser de communiquer à un syndicat étudiant les règles de traitement informatique des candidatures sur « Parcoursup »,conseil d'état,"[ ""2.4. Réguler l’IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/communication-des-re-gles-de-traitement-des-candidatures-sur-parcoursup.pdf.0.png.180.jpeg?v=1688464419343"",""size"":180},{""path"":""_thumbs/shaping-ai/communication-des-re-gles-de-traitement-des-candidatures-sur-parcoursup.pdf.0.png.360.jpeg?v=1688464419368"",""size"":360},{""path"":""_thumbs/shaping-ai/communication-des-re-gles-de-traitement-des-candidatures-sur-parcoursup.pdf.0.png.600.jpeg?v=1688464419356"",""size"":600},{""path"":""_thumbs/shaping-ai/communication-des-re-gles-de-traitement-des-candidatures-sur-parcoursup.pdf.0.png.800.jpeg?v=1688464419378"",""size"":800},{""path"":""_thumbs/shaping-ai/communication-des-re-gles-de-traitement-des-candidatures-sur-parcoursup.pdf.0.png.1600.jpeg?v=1688464419583"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20230704_115327-p45
Décision du Conseil d'état sur l'application DataJust (rejet de la demande d'annulation),2021,"[ ""Sumi Saint-Auguste"", ""Félix Tréguer"" ]",décision de justice,Conseil d'état Ariane Web,Rejet de la demande d'annulation pour excès de pouvoirs de DataJust (traitement automatisé de données à caractère personnel) déposé par plusieurs associations dont la Quadrature du Net et APF France Handicap.,Conseil d'état,"[ ""3.2. Expérimenter l’IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/conseil-d-e-tat.pdf.0.png.180.jpeg?v=1654351056036"",""size"":180},{""path"":""_thumbs/shaping-ai/conseil-d-e-tat.pdf.0.png.360.jpeg?v=1654351056160"",""size"":360},{""path"":""_thumbs/shaping-ai/conseil-d-e-tat.pdf.0.png.600.jpeg?v=1654351056190"",""size"":600},{""path"":""_thumbs/shaping-ai/conseil-d-e-tat.pdf.0.png.800.jpeg?v=1654351056280"",""size"":800},{""path"":""_thumbs/shaping-ai/conseil-d-e-tat.pdf.0.png.1600.jpeg?v=1654351056012"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220604_155721-s3v
Open Data décisions de justice - interface du Conseil d'État,2022,"[ ""Cécile Crichton"", ""Hugo Ruggieri"", ""Sumi Saint-Auguste"" ]",interface,Conseil d'état (site),Ariane Web. Interface de consultation des décisions de justice du conseil d'état.,Conseil d'état,"[ ""4.2. Chaînes de valeur de la donnée"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/conseil-d-etat-rechercher-une-de-cision-ariane-web.pdf.0.png.180.jpeg?v=1654161217336"",""size"":180},{""path"":""_thumbs/shaping-ai/conseil-d-etat-rechercher-une-de-cision-ariane-web.pdf.0.png.360.jpeg?v=1654161217502"",""size"":360},{""path"":""_thumbs/shaping-ai/conseil-d-etat-rechercher-une-de-cision-ariane-web.pdf.0.png.600.jpeg?v=1654161217513"",""size"":600},{""path"":""_thumbs/shaping-ai/conseil-d-etat-rechercher-une-de-cision-ariane-web.pdf.0.png.800.jpeg?v=1654161217526"",""size"":800},{""path"":""_thumbs/shaping-ai/conseil-d-etat-rechercher-une-de-cision-ariane-web.pdf.0.png.1600.jpeg?v=1654161217440"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220602_111330-9gy
Intelligence artificielle et action publique - Etude du Conseil d'état,2022,"[ ""PA Chevalier"" ]",rapport,Conseil d'état,"Etude sur l'IA et l'action publique, réalisée à la demande du premier ministre, adoptée le 31/03/2022.",Conseil d'état,"[ ""4.2. Chaînes de valeur de la donnée"", ""2.4. Réguler l’IA"", ""2.5. Instrumenter l'action publique"", ""3.2. Expérimenter l’IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/rapport-conseil-detat-intelligence-artificielle-et-action-publique-construire-la-confiance-servir-la-performance.pdf.0.png.180.jpeg?v=1662985394686"",""size"":180},{""path"":""_thumbs/shaping-ai/rapport-conseil-detat-intelligence-artificielle-et-action-publique-construire-la-confiance-servir-la-performance.pdf.0.png.360.jpeg?v=1662985394716"",""size"":360},{""path"":""_thumbs/shaping-ai/rapport-conseil-detat-intelligence-artificielle-et-action-publique-construire-la-confiance-servir-la-performance.pdf.0.png.600.jpeg?v=1662985394700"",""size"":600},{""path"":""_thumbs/shaping-ai/rapport-conseil-detat-intelligence-artificielle-et-action-publique-construire-la-confiance-servir-la-performance.pdf.0.png.800.jpeg?v=1662985394810"",""size"":800},{""path"":""_thumbs/shaping-ai/rapport-conseil-detat-intelligence-artificielle-et-action-publique-construire-la-confiance-servir-la-performance.pdf.0.png.1600.jpeg?v=1662985394784"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220912_142245-vu8
CONSTANCES,2022,"[ ""Ninon Burgos"" ]",dataset,Site de Constances,"Présentation de Constances, une cohorte épidémiologique « généraliste » constituée d'un échantillon représentatif de 200 000 adultes âgés de 18 à 69 ans",Constances,"[ ""1.2. Mettre en données le monde"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/cohorte-constances.pdf.0.png.180.jpeg?v=1654770595883"",""size"":180},{""path"":""_thumbs/shaping-ai/cohorte-constances.pdf.0.png.360.jpeg?v=1654770595931"",""size"":360},{""path"":""_thumbs/shaping-ai/cohorte-constances.pdf.0.png.600.jpeg?v=1654770595928"",""size"":600},{""path"":""_thumbs/shaping-ai/cohorte-constances.pdf.0.png.800.jpeg?v=1654770596071"",""size"":800},{""path"":""_thumbs/shaping-ai/cohorte-constances.pdf.0.png.1600.jpeg?v=1654770596033"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220609_122904-2py
Avis de la CCC sur les réponses apportées par le gouvernement à ses propositions,2021,"[ ""Marie Lechner"" ]",avis,Convention Citoyenne pour le climat,,Convention Citoyenne pour le climat,"[ ""2.4. Réguler l’IA"", ""0. Des modes de participation à l'IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/ccc-rapport-session8-gr-1.pdf.0.png.180.jpeg?v=1688464515964"",""size"":180},{""path"":""_thumbs/shaping-ai/ccc-rapport-session8-gr-1.pdf.0.png.360.jpeg?v=1688464516000"",""size"":360},{""path"":""_thumbs/shaping-ai/ccc-rapport-session8-gr-1.pdf.0.png.600.jpeg?v=1688464515984"",""size"":600},{""path"":""_thumbs/shaping-ai/ccc-rapport-session8-gr-1.pdf.0.png.800.jpeg?v=1688464516012"",""size"":800},{""path"":""_thumbs/shaping-ai/ccc-rapport-session8-gr-1.pdf.0.png.1600.jpeg?v=1688464516200"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20230704_115434-nru
Pourquoi les réseaux sociaux ne traduisent pas forcément la réalité,2022,"[ ""Lucie Ronfaut"" ]",article de presse,Huffington Post,Article du Huffington Post sur le contrôle algorithmique des réseaux sociaux.,Coraline Mercier (Huffington Post),"[ ""4.1. Prises, emprises, déprises, reprises"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/copie-de-pourquoi-les-reseaux-sociaux-ne-traduisent-pas-forcement-la-realite-le-huffington-post-life.pdf.0.png.180.jpeg?v=1655045303128"",""size"":180},{""path"":""_thumbs/shaping-ai/copie-de-pourquoi-les-reseaux-sociaux-ne-traduisent-pas-forcement-la-realite-le-huffington-post-life.pdf.0.png.360.jpeg?v=1655045303161"",""size"":360},{""path"":""_thumbs/shaping-ai/copie-de-pourquoi-les-reseaux-sociaux-ne-traduisent-pas-forcement-la-realite-le-huffington-post-life.pdf.0.png.600.jpeg?v=1655045303157"",""size"":600},{""path"":""_thumbs/shaping-ai/copie-de-pourquoi-les-reseaux-sociaux-ne-traduisent-pas-forcement-la-realite-le-huffington-post-life.pdf.0.png.800.jpeg?v=1655045303170"",""size"":800},{""path"":""_thumbs/shaping-ai/copie-de-pourquoi-les-reseaux-sociaux-ne-traduisent-pas-forcement-la-realite-le-huffington-post-life.pdf.0.png.1600.jpeg?v=1655045303312"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220612_164810-hkr
Harcèlement sexuel dans le Metavers,2021,"[ ""Lucie Ronfaut"" ]",article (presse spécialisée),Numerama,,Corentin Bechade (Numerama),"[ ""3.2. Expérimenter l’IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/numerama-harcelementmeta.pdf.0.png.180.jpeg?v=1688221524191"",""size"":180},{""path"":""_thumbs/shaping-ai/numerama-harcelementmeta.pdf.0.png.360.jpeg?v=1688221524234"",""size"":360},{""path"":""_thumbs/shaping-ai/numerama-harcelementmeta.pdf.0.png.600.jpeg?v=1688221524216"",""size"":600},{""path"":""_thumbs/shaping-ai/numerama-harcelementmeta.pdf.0.png.800.jpeg?v=1688221524231"",""size"":800},{""path"":""_thumbs/shaping-ai/numerama-harcelementmeta.pdf.0.png.1600.jpeg?v=1688221524422"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20230701_162503-c7s
Cour de Cassation | moteur de recherche - décisions,2022,"[ ""Hugo Ruggieri"", ""Sumi Saint-Auguste"" ]",interface,Cour de Cassation (site web),,Cour de Cassation,"[ ""4.2. Chaînes de valeur de la donnée"", ""3.4. Travailler avec l'IA"", ""2.5. Instrumenter l'action publique"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/open-data-cour-de-cassation.pdf.0.png.180.jpeg?v=1688220237357"",""size"":180},{""path"":""_thumbs/shaping-ai/open-data-cour-de-cassation.pdf.0.png.360.jpeg?v=1688220237402"",""size"":360},{""path"":""_thumbs/shaping-ai/open-data-cour-de-cassation.pdf.0.png.600.jpeg?v=1688220237491"",""size"":600},{""path"":""_thumbs/shaping-ai/open-data-cour-de-cassation.pdf.0.png.800.jpeg?v=1688220237401"",""size"":800},{""path"":""_thumbs/shaping-ai/open-data-cour-de-cassation.pdf.0.png.1600.jpeg?v=1688220237471"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20230701_160341-7nk
Evaluation de la stratégie nationale de recherche en IA,2023,"[ ""médialab"" ]",rapport,Cour des comptes,,Cour des comptes,"[ ""1.5. Institutionnaliser l'IA comme discipline"", ""2.4. Réguler l’IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/ai-for-humanity.pdf.0.png.180.jpeg?v=1654768446502"",""size"":180},{""path"":""_thumbs/shaping-ai/ai-for-humanity.pdf.0.png.360.jpeg?v=1654768446539"",""size"":360},{""path"":""_thumbs/shaping-ai/ai-for-humanity.pdf.0.png.600.jpeg?v=1654768446515"",""size"":600},{""path"":""_thumbs/shaping-ai/ai-for-humanity.pdf.0.png.800.jpeg?v=1654768446678"",""size"":800},{""path"":""_thumbs/shaping-ai/ai-for-humanity.pdf.0.png.1600.jpeg?v=1654768446643"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20230704_105145-nq8
Les compteurs communicants Linky : tirer pour les consommateurs tous les bénéfices d’un investissement coûteux,2018,"[ ""Félix Tréguer"" ]",rapport,cour des comptes,Rapport public annuel 2018 Cour des comptes,cour des comptes,"[ ""2.1. Performer le social"", ""0. Des modes de participation à l'IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/pages-de-07-compteurs-communicants-linky-tome-1.pdf.0.png.180.jpeg?v=1654338388532"",""size"":180},{""path"":""_thumbs/shaping-ai/pages-de-07-compteurs-communicants-linky-tome-1.pdf.0.png.360.jpeg?v=1654338388675"",""size"":360},{""path"":""_thumbs/shaping-ai/pages-de-07-compteurs-communicants-linky-tome-1.pdf.0.png.600.jpeg?v=1654338388699"",""size"":600},{""path"":""_thumbs/shaping-ai/pages-de-07-compteurs-communicants-linky-tome-1.pdf.0.png.800.jpeg?v=1654338388720"",""size"":800},{""path"":""_thumbs/shaping-ai/pages-de-07-compteurs-communicants-linky-tome-1.pdf.0.png.1600.jpeg?v=1654338388622"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220604_122543-5ul
Les systèmes d’information de la DGFiP et de la DGDDI,2019,"[ ""Damien Robinet"" ]",rapport,Cour des comptes,"La Cour constate que la DGFiP et la DGDDI disposent de vastes SI gérés avec sérieux et fiabilité, mais l’ancienneté de certains matériels et applications limite leurs possibilités d’évolution. La capacité de ces directions à amplifier leur transformation numérique est en outre également contrainte par l’existence de faiblesses structurelles importantes. Le programme Action Publique 2022 doit aujourd’hui être mis à profit pour accélérer sensiblement la transition numérique des deux directions afin d’améliorer le service rendu et de réaliser des économies supplémentaires.",Cour des comptes,"[ ""3.5. Justifier les projets d’IA "", ""2.5. Instrumenter l'action publique"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/20190528-rapport-investissements-informatiques-dgfip-dgddi-0.pdf.0.png.180.jpeg?v=1668688925219"",""size"":180},{""path"":""_thumbs/shaping-ai/20190528-rapport-investissements-informatiques-dgfip-dgddi-0.pdf.0.png.360.jpeg?v=1668688925264"",""size"":360},{""path"":""_thumbs/shaping-ai/20190528-rapport-investissements-informatiques-dgfip-dgddi-0.pdf.0.png.600.jpeg?v=1668688925243"",""size"":600},{""path"":""_thumbs/shaping-ai/20190528-rapport-investissements-informatiques-dgfip-dgddi-0.pdf.0.png.800.jpeg?v=1668688925368"",""size"":800},{""path"":""_thumbs/shaping-ai/20190528-rapport-investissements-informatiques-dgfip-dgddi-0.pdf.0.png.1600.jpeg?v=1668688925327"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20221117_134128-xr6
On the opportunities and risks of Foundation Models,2022,"[ ""Dominique Cardon"", ""Sumi Saint-Auguste"" ]",article scientifique,Arxiv,,CRFM / HAI (Stanford University),"[ ""1.3. Modéliser"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/2108-07258.pdf.0.png.180.jpeg?v=1687966858432"",""size"":180},{""path"":""_thumbs/shaping-ai/2108-07258.pdf.0.png.360.jpeg?v=1687966858479"",""size"":360},{""path"":""_thumbs/shaping-ai/2108-07258.pdf.0.png.600.jpeg?v=1687966858452"",""size"":600},{""path"":""_thumbs/shaping-ai/2108-07258.pdf.0.png.800.jpeg?v=1687966858599"",""size"":800},{""path"":""_thumbs/shaping-ai/2108-07258.pdf.0.png.1600.jpeg?v=1687966858577"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20230628_173721-ojl
DAIR Institute,2021,"[ ""Lucie Ronfaut"" ]",présentation (recherche),DAIR website,"We are an interdisciplinary and globally distributed AI research institute rooted in the belief that AI is not inevitable, its harms are preventable, and when its production and deployment include diverse perspectives and deliberate processes it can be beneficial. Our research reflects our lived experiences and centers our communities.",DAIR Institute,"[ ""2.3. Ouvrir les boîtes noires"", ""2.2. Produire une critique de l’IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/dairinstitute.pdf.0.png.180.jpeg?v=1688221822467"",""size"":180},{""path"":""_thumbs/shaping-ai/dairinstitute.pdf.0.png.360.jpeg?v=1688221822511"",""size"":360},{""path"":""_thumbs/shaping-ai/dairinstitute.pdf.0.png.600.jpeg?v=1688221822664"",""size"":600},{""path"":""_thumbs/shaping-ai/dairinstitute.pdf.0.png.800.jpeg?v=1688221822519"",""size"":800},{""path"":""_thumbs/shaping-ai/dairinstitute.pdf.0.png.1600.jpeg?v=1688221822587"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20230701_162948-j7i
AI after the pandemic,2020,"[ ""RYBN"" ]",article de blog,medium,,Dan McQuillan,"[ ""2.1. Performer le social"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/ai-after-the-pandemic-a-reflection-on-necropolitical-neural-by-daniel-mcquillan-medium-1.pdf.0.png.180.jpeg?v=1688040037701"",""size"":180},{""path"":""_thumbs/shaping-ai/ai-after-the-pandemic-a-reflection-on-necropolitical-neural-by-daniel-mcquillan-medium-1.pdf.0.png.360.jpeg?v=1688040037748"",""size"":360},{""path"":""_thumbs/shaping-ai/ai-after-the-pandemic-a-reflection-on-necropolitical-neural-by-daniel-mcquillan-medium-1.pdf.0.png.600.jpeg?v=1688040037738"",""size"":600},{""path"":""_thumbs/shaping-ai/ai-after-the-pandemic-a-reflection-on-necropolitical-neural-by-daniel-mcquillan-medium-1.pdf.0.png.800.jpeg?v=1688040037901"",""size"":800},{""path"":""_thumbs/shaping-ai/ai-after-the-pandemic-a-reflection-on-necropolitical-neural-by-daniel-mcquillan-medium-1.pdf.0.png.1600.jpeg?v=1688040037879"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20230629_140005-xt9
"Daniel Andler, professeur en philosophie et sciences cognitives",2022,"[ ""Dominique Cardon"" ]",profil,Site personnel de Daniel Andler,"Présentation de la biographie et des publications du chercheur Daniel Andler sur son site personnel. Mathématicien, philosophe, études cognitives. Membre fondateur du groupe Compas de l'ENS su l'apprentissage et l'éducation.",Daniel Andler,"[ ""2.1. Performer le social"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/daniel-andler.pdf.0.png.180.jpeg?v=1653925660718"",""size"":180},{""path"":""_thumbs/shaping-ai/daniel-andler.pdf.0.png.360.jpeg?v=1653925660870"",""size"":360},{""path"":""_thumbs/shaping-ai/daniel-andler.pdf.0.png.600.jpeg?v=1653925660902"",""size"":600},{""path"":""_thumbs/shaping-ai/daniel-andler.pdf.0.png.800.jpeg?v=1653925660917"",""size"":800},{""path"":""_thumbs/shaping-ai/daniel-andler.pdf.0.png.1600.jpeg?v=1653925660816"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220530_174725-jbk
Serment d'Hippocrate pour Data Scientists,2018,"[ ""Frédéric Bardolle"" ]",charte,Site de Data for Good,Charte et check-list éthique pour arbitrer lorsqu'on travaille sur des données ou sur des modèles.,Data for Good,"[ ""3.5. Justifier les projets d’IA "" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/document-1.pdf.0.png.180.jpeg?v=1687369448324"",""size"":180},{""path"":""_thumbs/shaping-ai/document-1.pdf.0.png.360.jpeg?v=1687369448339"",""size"":360},{""path"":""_thumbs/shaping-ai/document-1.pdf.0.png.600.jpeg?v=1687369448319"",""size"":600},{""path"":""_thumbs/shaping-ai/document-1.pdf.0.png.800.jpeg?v=1687369448342"",""size"":800},{""path"":""_thumbs/shaping-ai/document-1.pdf.0.png.1600.jpeg?v=1687369448515"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20230621_194341-obq
Towards Democratic Auditing: Civic Participation in the Scoring Society,2022,"[ ""médialab"" ]",rapport,Data Justice Lab,"The project Towards Democratic Auditing: Civic Participation in the Scoring Society investigated avenues for participation and intervention in the increasing roll-out of data analytics systems. It analysed methods for placing citizen voice at the centre of the development, implementation and management of data systems, and it thus aimed at enhancing democratic principles and practices in a datafied society. The 3-year project (2019-21) was funded by the Open Society Foundations.",Data Justice Lab,"[ ""0. Des modes de participation à l'IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/civicparticipation-datajusticelab-report2022.pdf.0.png.180.jpeg?v=1664795266220"",""size"":180},{""path"":""_thumbs/shaping-ai/civicparticipation-datajusticelab-report2022.pdf.0.png.360.jpeg?v=1664795266257"",""size"":360},{""path"":""_thumbs/shaping-ai/civicparticipation-datajusticelab-report2022.pdf.0.png.600.jpeg?v=1664795266244"",""size"":600},{""path"":""_thumbs/shaping-ai/civicparticipation-datajusticelab-report2022.pdf.0.png.800.jpeg?v=1664795266260"",""size"":800},{""path"":""_thumbs/shaping-ai/civicparticipation-datajusticelab-report2022.pdf.0.png.1600.jpeg?v=1664795266482"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20221003_130722-w4x
